N-Z,N,Z,A,BINDING_energy_per_nucleon(keV),Uncertainty(keV),A^(2/3),A^(-1/3),P,I,B_exp(MeV),B_LDM(MeV),LDM_residual(MeV),D,Sn_exp(MeV),Sp_exp(MeV),S2n_exp(MeV),S2p_exp(MeV)
24,106,82,188,7824.8211,10.8,32.817480272024206,0.17456106527672455,1.0,0.12765957446808507,1471.0663668,1472.1085600083195,-1.0421932083195315,0.0,10.8953798,2.6554117999999107,19.27275480000003,3.8499137999999675
22,105,83,188,7764.1904,12.0,32.817480272024206,0.17456106527672455,-1.0,0.11702127659574468,1459.6677952,1461.4899344464247,-1.8221392464247401,0.9545454545454546,8.882843099999945,-0.5031917999999678,20.19194020000009,1.8898006000001715
20,104,84,188,7724.6544,21.4,32.817480272024206,0.17456106527672455,1.0,0.1063829787234043,1452.2350272,1453.8887176960634,-1.653690496063291,1.8333333333333333,11.439502900000207,1.4500751000000491,20.788550400000076,0.441415200000165
39,114,75,189,7961.8105,8.7,32.93375139020674,0.17425265285823677,0.0,0.2063492063492064,1504.7821845,1504.7282634678838,0.05392103211624999,4.421052631578948,7.033541700000114,6.600182899999936,12.90517920000002,15.661484400000063
37,113,76,189,7963.0029,0.7,32.93375139020674,0.17425265285823677,0.0,0.1957671957671958,1505.0075481000001,1504.9022899675604,0.1052581324397579,4.105263157894737,5.920815299999958,7.258905300000151,13.910426300000154,13.660706500000288
35,112,77,189,7956.0214,13.5,32.93375139020674,0.17425265285823677,0.0,0.18518518518518523,1503.6880446,1503.4663403815211,0.22170421847886246,3.6842105263157894,8.176018999999997,4.6013117999998485,15.042904199999839,11.811039299999948
33,111,78,189,7941.4045,10.8,32.93375139020674,0.17425265285823677,0.0,0.17460317460317465,1500.9254505000001,1501.3185737335032,-0.39312323350304723,3.1578947368421053,6.719742900000256,5.413424900000109,15.926679200000308,9.828328700000156
31,110,79,189,7921.9876,21.5,32.93375139020674,0.17425265285823677,0.0,0.16402116402116407,1497.2556564,1497.610585782149,-0.35492938214906644,2.526315789473684,9.281960799999979,3.0499488000000383,16.695816299999706,8.610515999999734
29,109,80,189,7896.9192,33.8,32.93375139020674,0.17425265285823677,0.0,0.1534391534391535,1492.5177288000002,1493.140710064817,-0.6229812648168718,1.7894736842105263,7.499336800000265,4.544033200000285,17.650505300000077,7.518957500000397
27,108,81,189,7866.2704,8.9,32.93375139020674,0.17425265285823677,0.0,0.1428571428571429,1486.7251056000002,1487.1603150596134,-0.43520945961313373,0.9473684210526315,10.351010000000088,1.7067136000002847,18.314150600000175,6.165265500000032
25,107,82,189,7826.2999,15.0,32.93375139020674,0.17425265285823677,0.0,0.13227513227513232,1479.1706811,1480.36788954843,-1.1972084484300467,0.0,8.104314299999942,2.7965854999997646,18.999694099999942,4.303457599999774
23,106,83,189,7780.9999,22.3,32.93375139020674,0.17425265285823677,0.0,0.12169312169312174,1470.6089811,1472.1145467947892,-1.5055656947893112,0.9523809523809523,10.941185899999937,-0.45738570000003165,19.824028999999882,2.198026099999879
21,105,84,189,7731.1321,23.6,32.93375139020674,0.17425265285823677,0.0,0.11111111111111116,1461.1839668999999,1462.9988892716929,-1.814922371693001,1.826086956521739,8.948939699999755,1.516171699999859,20.388442599999962,1.0129798999998911
42,116,74,190,7947.5031,37.9,33.0498176243004,0.17394640854894952,1.0,0.2210526315789474,1510.0255889999999,1510.6232255998882,-0.5976365998883466,4.444444444444445,,,11.843587399999706,
40,115,75,190,7949.7759,5.2,33.0498176243004,0.17394640854894952,-1.0,0.21052631578947367,1510.4574209999998,1510.252869536755,0.20455146324479756,4.277777777777778,5.675236499999755,,12.70877819999987,
38,114,76,190,7962.1047,0.6,33.0498176243004,0.17394640854894952,1.0,0.19999999999999996,1512.7998929999999,1512.4549812387136,0.34491176128631196,4.0,7.792344899999762,8.017708499999799,13.71316019999972,14.617891399999735
36,113,77,190,7947.7017,1.4,33.0498176243004,0.17394640854894952,-1.0,0.18947368421052635,1510.0633229999999,1509.7472027166482,0.3161202833516654,3.611111111111111,6.375278399999843,5.055774899999733,14.55129739999984,12.314680199999884
34,112,78,190,7946.4941,0.7,33.0498176243004,0.17394640854894952,1.0,0.17894736842105263,1509.833879,1509.7108730775062,0.12300592249380315,3.111111111111111,8.9084284999999,6.1458344000000125,15.628171400000156,10.747146199999861
32,111,79,190,7918.8345,3.7,33.0498176243004,0.17394640854894952,-1.0,0.16842105263157892,1504.5785549999998,1504.66541324225,-0.08685824225017313,2.5,7.322898599999917,3.6531044999996993,16.604859399999896,9.066529399999808
30,110,80,190,7907.0174,17.0,33.0498176243004,0.17394640854894952,1.0,0.1578947368421053,1502.3333059999998,1502.3903496735406,-0.057043673540874806,1.7777777777777777,9.815577199999552,5.077649599999859,17.314913999999817,8.127598399999897
28,109,81,190,7866.0345,7.7,33.0498176243004,0.17394640854894952,-1.0,0.1473684210526316,1494.546555,1495.006870751277,-0.460315751276994,0.9444444444444444,7.821449399999665,2.028826199999685,18.172459399999752,6.57285939999997
26,108,82,190,7841.1294,13.4,33.0498176243004,0.17394640854894952,1.0,0.13684210526315788,1489.814586,1490.4926742366786,-0.6780882366786045,0.0,10.643904900000052,3.0894803999997293,18.748219199999994,4.796194000000014
24,107,83,190,7785.3239,22.5,33.0498176243004,0.17394640854894952,-1.0,0.12631578947368416,1479.211541,1480.7706929618855,-1.5591519618856182,0.95,8.60255989999996,0.04085989999998674,19.543745799999897,2.8374453999997513
22,106,84,190,7749.4526,14.1,33.0498176243004,0.17394640854894952,1.0,0.11578947368421055,1472.395994,1474.0167622146225,-1.620768214622558,1.8181818181818181,11.212027100000114,1.787012900000036,20.16096679999987,1.3296272000000044
43,117,74,191,7931.4359,45.0,33.16568041084109,0.17364230581592197,0.0,0.22513089005235598,1514.9042569,1515.370670854495,-0.46641395449501033,4.235294117647059,4.87866790000021,,,
41,116,75,191,7943.9588,11.0,33.16568041084109,0.17364230581592197,0.0,0.2146596858638743,1517.2961308000001,1516.9869025130852,0.3092282869149585,4.117647058823529,6.838709800000288,7.270541800000274,12.513946300000043,
39,115,76,191,7950.5687,0.7,33.16568041084109,0.17364230581592197,0.0,0.20418848167539272,1518.5586217,1517.9679683122854,0.5906533877146103,3.8823529411764706,5.75872870000012,8.101200700000163,13.551073599999881,
37,114,77,191,7948.1144,1.4,33.16568041084109,0.17364230581592197,0.0,0.19371727748691103,1518.0898504000002,1517.3296923357407,0.7601580642594854,3.5294117647058822,8.026527400000305,5.289957400000276,14.401805800000147,13.307665900000075
35,113,78,191,7938.7279,4.4,33.16568041084109,0.17364230581592197,0.0,0.18324607329842935,1516.2970289,1516.0069291241741,0.29009977582586544,3.0588235294117645,6.463149899999962,6.233705900000132,15.371578399999862,11.289480799999865
33,112,79,191,7924.6819,5.2,33.16568041084109,0.17364230581592197,0.0,0.17277486910994766,1513.6142429,1513.1139023339026,0.500340566097293,2.4705882352941178,9.035687900000084,3.780363899999884,16.3585865,9.926198299999896
31,111,80,191,7903.8002,23.9,33.16568041084109,0.17364230581592197,0.0,0.16230366492146597,1509.6258381999999,1509.48703780526,0.13880039473997385,1.7647058823529411,7.292532200000096,5.047283200000038,17.10810939999965,8.700387699999737
29,110,81,191,7877.1445,7.8,33.16568041084109,0.17364230581592197,0.0,0.1518324607329843,1504.5345995,1504.3389490779348,0.19565042206522776,0.9411764705882353,9.988044500000115,2.201293500000247,17.80949389999978,7.278943100000106
27,109,82,191,7841.6782,7.0,33.16568041084109,0.17364230581592197,0.0,0.1413612565445026,1497.7605362,1498.4076198391315,-0.6470836391315515,0.0,7.94595019999997,3.2139812000000347,18.589855100000023,5.24280739999972
25,108,83,191,7800.6613,8.0,33.16568041084109,0.17364230581592197,0.0,0.13089005235602091,1489.9263082999998,1491.004034448472,-1.0777261484722658,0.9473684210526315,10.714767299999949,0.11172229999988303,19.31732719999991,3.2012026999996124
23,107,84,191,7753.7871,7.6,33.16568041084109,0.17364230581592197,0.0,0.12041884816753923,1480.9733360999999,1482.7677068026749,-1.7943707026749962,1.8095238095238095,8.577342099999896,1.761795099999972,19.78936920000001,1.8026549999999588
21,106,85,191,7702.9233,17.2,33.16568041084109,0.17364230581592197,0.0,0.10994764397905754,1471.2583503,1473.1079509677581,-1.849600667758068,2.608695652173913,,-1.1376436999998987,,0.6493692000001374
42,117,75,192,7930.2389,76.0,33.28134116883046,0.1733403185876587,-1.0,0.21875,1522.6058688,1522.228666461353,0.3772023386470664,3.9375,5.309737999999925,7.701611899999989,12.148447800000213,
40,116,76,192,7948.526,2.4,33.28134116883046,0.1733403185876587,1.0,0.20833333333333337,1526.116992,1525.196153948014,0.9208380519860384,3.75,7.558370299999979,8.820861199999854,13.317099000000098,16.091403000000128
38,115,77,192,7938.9999,1.4,33.28134116883046,0.1733403185876587,-1.0,0.19791666666666663,1524.2879808,1523.3146877212755,0.9732930787245095,3.4375,6.1981303999998545,5.729359100000011,14.22465780000016,13.830559800000174
36,114,78,192,7942.4923,2.7,33.28134116883046,0.1733403185876587,1.0,0.1875,1524.9585216,1524.0605000809558,0.8980215190442777,3.0,8.661492700000053,6.868671199999881,15.124642600000016,12.158628600000156
34,113,79,192,7920.1033,16.9,33.28134116883046,0.1733403185876587,-1.0,0.17708333333333337,1520.6598336,1519.859509325057,0.8003242749430228,2.4375,7.045590700000048,4.36280469999997,16.081278600000132,10.596510600000101
32,112,80,192,7912.0666,16.6,33.28134116883046,0.1733403185876587,1.0,0.16666666666666663,1519.1167872,1518.3833919493989,0.7333952506012338,1.75,9.490949000000228,5.5025443000001815,16.783481200000324,9.282908200000065
30,111,81,192,7876.0167,34.0,33.28134116883046,0.1733403185876587,-1.0,0.15625,1512.1952064,1511.8625886137472,0.3326177862527402,0.9375,7.660606899999948,2.569368200000099,17.648651400000062,7.616651400000137
28,110,82,192,7854.6482,6.1,33.28134116883046,0.1733403185876587,1.0,0.14583333333333337,1508.0924544,1508.164208681691,-0.07175428169102815,0.0,10.331918200000018,3.5578548999999384,18.27786839999999,5.759148400000186
26,109,83,192,7803.6084,32.3,33.28134116883046,0.1733403185876587,-1.0,0.13541666666666663,1498.2928127999999,1499.323199288566,-1.030386488566137,0.9444444444444444,8.366504500000019,0.5322765999999319,19.081271799999968,3.7462577999999667
24,108,84,192,7771.0542,11.4,33.28134116883046,0.1733403185876587,1.0,0.125,1492.0424064,1493.4020799025873,-1.359673502587384,1.8,11.069070300000021,2.1160981000000447,19.646412399999917,2.2278203999999278
22,107,85,192,7709.7283,29.9,33.28134116883046,0.1733403185876587,-1.0,0.11458333333333337,1480.2678336,1482.2402707187232,-1.9724371187232919,2.590909090909091,9.009483299999829,-0.705502499999966,,1.0562926000000061
43,118,75,193,7923.9378,42.0,33.39680130004011,0.17304042124373117,0.0,0.2227979274611399,1529.3199954,1528.6404612161355,0.6795341838644617,3.7333333333333334,6.714126599999872,,12.023864599999797,
41,117,76,193,7936.2716,2.4,33.39680130004011,0.17304042124373117,0.0,0.21243523316062174,1531.7004188,1530.414766179065,1.285652620935025,3.6,5.5834268000000975,9.094550000000027,13.141797100000076,16.796161900000016
39,116,77,193,7938.1346,1.4,33.39680130004011,0.17304042124373117,0.0,0.20207253886010368,1532.0599778,1530.5607264052437,1.4992513947563566,3.3333333333333335,7.771997000000056,5.942985800000088,13.97012739999991,14.763846999999942
37,115,78,193,7933.7875,1.4,33.39680130004011,0.17304042124373117,0.0,0.1917098445595855,1531.2209875,1530.0488348639492,1.172152636050896,2.933333333333333,6.262465900000052,6.933006700000078,14.923958600000105,12.662365800000089
35,114,79,193,7924.1648,9.3,33.39680130004011,0.17304042124373117,0.0,0.18134715025906734,1529.3638064,1527.9570125912724,1.4067938087275706,2.4,8.703972799999974,4.40528479999989,15.749563500000022,11.273955999999771
33,113,80,193,7907.973,16.6,33.39680130004011,0.17304042124373117,0.0,0.17098445595854928,1526.238789,1525.158685436911,1.0801035630890965,1.7333333333333334,7.122001799999907,5.578955400000041,16.612950800000135,9.94176010000001
31,112,81,193,7885.3445,7.2,33.39680130004011,0.17304042124373117,0.0,0.1606217616580311,1521.8714885,1520.8288126709956,1.042675829004338,0.9333333333333333,9.67628209999998,2.7547012999998515,17.33688899999993,8.257245600000033
29,111,82,193,7854.0994,11.0,33.39680130004011,0.17304042124373117,0.0,0.15025906735751293,1515.8411842,1515.7437434382723,0.0974407617277393,0.0,7.748729800000092,3.6459778000000824,18.08064800000011,6.2153460000001814
27,110,83,193,7817.1718,8.1,33.39680130004011,0.17304042124373117,0.0,0.13989637305699487,1508.7141574,1509.1754619331236,-0.46130453312366626,0.9411764705882353,10.421344600000111,0.621703000000025,18.78784910000013,4.179557899999963
25,109,84,193,7773.951,15.5,33.39680130004011,0.17304042124373117,0.0,0.1295336787564767,1500.372543,1501.8032217331352,-1.4306787331352098,1.7894736842105263,8.33013660000006,2.0797302000000855,19.39920690000008,2.6120068000000174
23,108,85,193,7727.1099,23.2,33.39680130004011,0.17304042124373117,0.0,0.11917098445595853,1491.3322107000001,1492.9960046099538,-1.6637939099537107,2.5714285714285716,11.064377100000229,-0.7101956999997583,20.073860400000058,1.4059024000002864
21,107,86,193,7675.853,26.9,33.39680130004011,0.17304042124373117,0.0,0.10880829015544047,1481.439629,1483.3359278910693,-1.896298891069364,3.3043478260869565,,1.1717954000000645,,0.4662929000000986
42,118,76,194,7932.0232,2.5,33.51206218930888,0.172742588604685,1.0,0.21649484536082475,1538.8125008,1537.3267354292916,1.48576537070835,3.4285714285714284,7.112081999999873,9.492505400000027,12.69550879999997,
40,117,77,194,7928.4885,1.4,33.51206218930888,0.172742588604685,-1.0,0.20618556701030932,1538.1267690000002,1536.2574329541476,1.8693360458526058,3.2142857142857144,6.066791200000125,6.426350200000115,13.838788200000181,15.520900200000142
38,116,78,194,7935.942,0.5,33.51206218930888,0.172742588604685,1.0,0.19587628865979378,1539.5727479999998,1537.7723496708254,1.8003983291744134,2.857142857142857,8.351760499999727,7.51277019999975,14.61422639999978,13.455755999999838
36,115,79,194,7918.7744,2.2,33.51206218930888,0.172742588604685,-1.0,0.18556701030927836,1536.2422336000002,1534.4013419499324,1.8408916500677606,2.357142857142857,6.87842720000026,5.0212461000000985,15.582400000000234,11.954252800000177
34,114,80,194,7914.5974,3.1,33.51206218930888,0.172742588604685,1.0,0.17525773195876293,1535.4318956,1533.7108235158353,1.721072084164689,1.7142857142857142,9.193106599999965,6.068089200000031,16.315108399999872,10.473373999999922
32,113,81,194,7883.5211,15.0,33.51206218930888,0.172742588604685,-1.0,0.1649484536082474,1529.4030934,1528.0378600559077,1.365233344092303,0.9285714285714286,7.531604900000048,3.164304399999992,17.207887000000028,8.743259800000033
30,112,82,194,7865.4181,18.7,33.51206218930888,0.172742588604685,1.0,0.15463917525773196,1525.8911114,1525.141622823855,0.7494885761450405,0.0,10.049927199999956,4.0196229000000585,17.79865700000005,6.77432419999991
28,111,83,194,7819.1955,5.6,33.51206218930888,0.172742588604685,-1.0,0.14432989690721654,1516.9239269999998,1517.166375615792,-0.24244861579222743,0.9375,8.209769599999845,1.082742799999778,18.631114199999956,4.7287205999998605
26,110,84,194,7789.2947,13.8,33.51206218930888,0.172742588604685,1.0,0.134020618556701,1511.1231718000001,1512.0640314958418,-0.9408596958417093,1.7777777777777777,10.750628800000186,2.40901440000016,19.080765400000246,3.030717400000185
24,109,85,194,7732.2304,25.2,33.51206218930888,0.172742588604685,-1.0,0.12371134020618557,1500.0526976,1501.7860298440917,-1.7333322440915708,2.55,8.720486899999969,-0.3198453999998492,19.784864000000198,1.7598848000002363
22,108,86,194,7694.9961,17.8,33.51206218930888,0.172742588604685,1.0,0.11340206185567014,1492.8292434,1494.476992467761,-1.6477490677609694,3.272727272727273,11.389614400000028,1.4970326999998633,,0.786837000000105
43,119,76,195,7917.7449,60.0,33.62712520483358,0.17244679592222356,0.0,0.2205128205128205,1543.9602555,1542.2584922866406,1.7017632133592997,3.230769230769231,5.14775469999995,,12.259836699999823,
41,118,77,195,7924.916,1.4,33.62712520483358,0.17244679592222356,0.0,0.2102564102564103,1545.3586200000002,1543.1756095536296,2.183010446370645,3.076923076923077,7.231851000000006,6.546119200000248,13.298642200000131,16.038624600000276
39,117,78,195,7926.553,0.5,33.62712520483358,0.17244679592222356,0.0,0.19999999999999996,1545.677835,1543.4608415357786,2.216993464221332,2.769230769230769,6.10508700000014,7.551065999999764,14.456847499999867,13.97741619999988
37,116,79,195,7921.3778,1.2,33.62712520483358,0.17244679592222356,0.0,0.18974358974358974,1544.6686710000001,1542.156837915052,2.5118330849481936,2.3076923076923075,8.42643739999994,5.095923000000312,15.3048646000002,12.608693200000062
35,115,80,195,7909.398,24.8,33.62712520483358,0.17244679592222356,0.0,0.17948717948717952,1542.3326100000002,1540.172972725746,2.159637274254237,1.6923076923076923,6.900714400000197,6.090376399999968,16.093821000000162,11.111622500000067
33,114,81,195,7890.7293,11.9,33.62712520483358,0.17244679592222356,0.0,0.16923076923076918,1538.6922135,1536.6476130513515,2.0446004486484526,0.9230769230769231,9.289120099999991,3.260317900000018,16.82072500000004,9.32840710000005
