N-Z,N,Z,A,BINDING_energy_per_nucleon(keV),Uncertainty(keV),A^(2/3),A^(-1/3),P,I,B_exp(MeV),B_LDM(MeV),LDM_residual(MeV),D,Sn_exp(MeV),Sp_exp(MeV),S2n_exp(MeV),S2p_exp(MeV)
14,69,55,124,8383.5114,9.8,24.8664882538245,0.20053619559535893,-1.0,0.11290322580645162,1039.5554136,1040.8443040701402,-1.2888904701401316,3.611111111111111,8.768722799999978,3.7817739000001893,19.738930600000003,10.239717800000108
12,68,56,124,8355.8209,13.4,24.8664882538245,0.20053619559535893,1.0,0.09677419354838712,1036.1217916,1037.709436940007,-1.5876453400069295,4.2,11.506133800000043,5.335100799999964,20.623474200000146,8.312734800000044
10,67,57,124,8278.2926,60.8,24.8664882538245,0.20053619559535893,-1.0,0.08064516129032262,1026.5082824,1028.1104494802653,-1.6021670802651897,4.7727272727272725,,1.8926246000000901,,6.691799400000036
29,77,48,125,8357.6815,3.1,24.999999999999996,0.2,0.0,0.23199999999999998,1044.7101875,1042.6580920702472,2.0520954297528533,1.4285714285714286,4.719967900000029,,12.076541000000134,
27,76,49,125,8407.9365,1.9,24.999999999999996,0.2,0.0,0.21599999999999997,1050.9920625,1048.2448927977405,2.747169702259498,0.8571428571428571,7.615849300000036,11.001842899999929,13.125909899999897,25.42166640000005
25,75,50,125,8445.5285,1.4,24.999999999999996,0.2,0.0,0.19999999999999996,1055.6910625,1052.8704467837804,2.8206157162196632,0.0,5.7334997000000385,12.314849300000105,14.221612600000071,23.057416000000103
23,74,51,125,8458.1612,2.7,24.999999999999996,0.2,0.0,0.18400000000000005,1057.27015,1055.4086783536297,1.861471646370319,0.8888888888888888,8.707339199999979,7.312587200000053,15.174839199999951,19.40399739999998
21,73,52,125,8458.0361,1.4,24.999999999999996,0.2,0.0,0.16800000000000004,1057.2545125,1056.8984306672066,0.3560818327932793,1.6363636363636365,6.56897049999975,8.69170169999984,15.993461499999967,15.785062599999947
19,72,53,125,8450.2911,1.4,24.999999999999996,0.2,0.0,0.15200000000000002,1056.2863875,1056.3866451397018,-0.10025763970179469,2.3076923076923075,9.542780700000094,5.600845499999878,17.036066699999992,14.19107669999994
17,71,54,125,8430.939,1.5,24.999999999999996,0.2,0.0,0.136,1053.867375,1054.7386887987661,-0.8713137987660957,2.933333333333333,7.60326380000015,7.123768200000086,18.093735300000162,12.606324000000086
15,70,55,125,8399.8033,8.3,24.999999999999996,0.2,0.0,0.12,1049.9754125,1051.1742672604169,-1.198854760416907,3.5294117647058822,10.419998899999882,3.711301300000059,19.18872169999986,10.725091699999894
13,69,56,125,8358.1784,11.8,24.999999999999996,0.2,0.0,0.10399999999999998,1044.7723,1046.3848336062333,-1.612533606233228,4.105263157894737,8.650508400000035,5.216886400000021,20.15664220000008,8.99866030000021
11,68,57,125,8304.6438,27.9,24.999999999999996,0.2,0.0,0.08799999999999997,1038.080475,1039.762053319077,-1.6815783190770617,4.666666666666667,11.57219259999988,1.9586833999999271,,7.293784199999891
30,78,48,126,8346.7393,2.4,25.133156184720164,0.19946949352952517,1.0,0.23809523809523814,1051.6891517999998,1048.7473920419313,2.9417597580684287,1.3333333333333333,6.978964299999689,,11.698932199999717,
28,77,49,126,8384.6067,4.5,25.133156184720164,0.19946949352952517,-1.0,0.2222222222222222,1056.4604442,1053.0894900779015,3.37095412209851,0.8333333333333334,5.468381700000009,11.750256699999909,13.084231000000045,
26,76,50,126,8443.5227,11.4,25.133156184720164,0.19946949352952517,1.0,0.2063492063492064,1063.8838602,1060.093132631942,3.7907275680581733,0.0,8.192797700000028,12.891797700000097,13.926297400000067,23.893640600000026
24,75,51,126,8440.3136,34.1,25.133156184720164,0.19946949352952517,-1.0,0.19047619047619047,1063.4795136,1061.2753049730873,2.2042086269127594,0.875,6.209363599999961,7.788451099999975,14.916702799999939,20.10330040000008
22,74,52,126,8463.2397,1.4,25.133156184720164,0.19946949352952517,1.0,0.17460317460317465,1066.3682022,1065.2898314506426,1.0783707493574184,1.6,9.113689700000123,9.098052199999984,15.682660199999873,16.410639400000036
20,73,53,126,8439.9379,4.0,25.133156184720164,0.19946949352952517,-1.0,0.15873015873015872,1063.4321754,1063.3108109388172,0.12136446118279309,2.25,7.145787899999959,6.177662900000087,16.688568600000053,14.869364599999926
18,72,54,126,8443.5375,0.0,25.133156184720164,0.19946949352952517,1.0,0.1428571428571429,1063.885725,1064.3345837441393,-0.44885874413921556,2.857142857142857,10.018350000000055,7.599337500000047,17.621613800000205,13.200182999999925
16,71,55,126,8399.2673,11.1,25.133156184720164,0.19946949352952517,-1.0,0.12698412698412698,1058.3076798,1059.1921680796536,-0.884488279653624,3.4375,8.332267300000012,4.440304799999922,18.752266199999895,11.564073000000008
14,70,56,126,8379.7187,13.4,25.133156184720164,0.19946949352952517,1.0,0.11111111111111116,1055.8445562,1057.222092332856,-1.3775361328559939,4.0,11.072256199999856,5.869143699999995,19.72276459999989,9.580445000000054
12,69,57,126,8312.4268,97.1,25.133156184720164,0.19946949352952517,-1.0,0.09523809523809523,1047.3657767999998,1048.9117102233365,-1.5459334233366917,4.55,9.285301799999843,2.593476799999735,20.857494399999723,7.810363199999756
10,68,58,126,8273.2581,30.0,25.133156184720164,0.19946949352952517,1.0,0.07936507936507942,1042.4305206,1043.9406273905647,-1.5101067905648051,5.090909090909091,,4.35004559999993,,6.3087289999998575
31,79,48,127,8316.8971,6.6,25.26596056564665,0.19894457138304456,0.0,0.2440944881889764,1056.2459317,1052.5795828551982,3.6663488448018597,1.2,4.556779900000265,,11.535744199999954,
29,78,49,127,8374.8212,10.7,25.26596056564665,0.19894457138304456,0.0,0.22834645669291342,1063.6022924000001,1059.2263999608645,4.375892439135669,0.8,7.14184820000014,11.91314060000036,12.61022990000015,
27,77,50,127,8420.5482,9.9,25.26596056564665,0.19894457138304456,0.0,0.21259842519685035,1069.4096213999999,1064.9595964097173,4.4500249902826,0.0,5.525761199999806,12.949177199999895,13.718558899999834,24.699433899999804
25,76,51,127,8439.811,5.4,25.26596056564665,0.19894457138304456,0.0,0.19685039370078738,1071.855997,1068.5919423003875,3.264054699612416,0.8571428571428571,8.37648339999987,7.9721367999998165,14.58584699999983,20.863934499999914
23,75,52,127,8446.109,1.4,25.26596056564665,0.19894457138304456,0.0,0.18110236220472442,1072.655843,1071.225382982801,1.4304600171990387,1.5555555555555556,6.287640799999963,9.176329399999986,15.401330500000086,16.96478049999996
21,74,53,127,8445.482,3.8,25.26596056564665,0.19894457138304456,0.0,0.16535433070866146,1072.576214,1071.8421391321542,0.7340748678457203,2.1818181818181817,9.14403859999993,6.208011799999895,16.28982649999989,15.306063999999878
19,73,54,127,8434.1066,4.3,25.26596056564665,0.19894457138304456,0.0,0.14960629921259838,1071.1315381999998,1071.3744043514316,-0.24286615143182644,2.769230769230769,7.245813199999702,7.69936279999979,17.264163199999757,13.877025699999876
17,72,55,127,8411.5617,5.9,25.26596056564665,0.19894457138304456,0.0,0.13385826771653542,1068.2683359,1068.9736989922783,-0.7053630922782759,3.3333333333333335,9.960656100000051,4.382610899999918,18.292923400000063,11.981948399999965
15,71,56,127,8378.456,12.1,25.26596056564665,0.19894457138304456,0.0,0.11811023622047245,1064.063912,1065.40221605812,-1.338304058120002,3.8823529411764706,8.21935580000013,5.756232200000113,19.291611999999986,10.196537000000035
13,70,57,127,8333.5412,27.9,25.26596056564665,0.19894457138304456,0.0,0.10236220472440949,1058.3597323999998,1059.9803447326576,-1.6206123326578563,4.421052631578948,10.993955599999936,2.5151761999998143,20.27925739999978,8.38431989999981
11,69,58,127,8280.7922,31.0,25.26596056564665,0.19894457138304456,0.0,0.08661417322834641,1051.6606093999999,1053.2994858704333,-1.638876470433388,4.9523809523809526,9.230088799999976,4.294832600000063,,6.888309399999798
32,80,48,128,8303.2367,6.9,25.398416831491186,0.19842513149602495,1.0,0.25,1062.8142976,1058.2498569062261,4.564440693773804,1.0,6.56836589999989,,11.125145800000155,
30,79,49,128,8351.4361,1.4,25.398416831491186,0.19842513149602495,-1.0,0.234375,1068.9838208,1063.697048176897,5.286772623103161,0.75,5.381528399999979,12.737889100000075,12.52337660000012,
28,78,50,128,8416.9749,18.9,25.398416831491186,0.19842513149602495,1.0,0.21875,1077.3727872,1071.7357757654647,5.637011434535225,0.0,7.96316580000007,13.770494799999824,13.488926999999876,25.683635400000185
26,77,51,128,8420.7724,20.1,25.398416831491186,0.19842513149602495,-1.0,0.203125,1077.8588672,1074.0593338049537,3.79953339504641,0.8333333333333334,6.002870200000189,8.449245800000199,14.379353600000059,21.398423000000093
24,76,52,128,8448.7536,0.7,25.398416831491186,0.19842513149602495,1.0,0.1875,1081.4404608,1079.1417887108298,2.298672089170168,1.5,8.784617799999978,9.584463800000094,15.072258599999941,17.55660059999991
22,75,53,128,8432.8309,3.8,25.398416831491186,0.19842513149602495,-1.0,0.171875,1079.4023552,1078.3407180851614,1.0616371148387316,2.1,6.8261412000001656,6.746512200000097,15.970179800000096,15.922841600000083
20,74,54,128,8443.3008,0.0,25.398416831491186,0.19842513149602495,1.0,0.15625,1080.7425024000001,1080.465658372537,0.2768440274630848,2.6666666666666665,9.610964200000353,8.166288400000212,16.856777400000055,14.374300200000107
18,73,55,128,8406.4953,5.7,25.398416831491186,0.19842513149602495,-1.0,0.140625,1076.0313984000002,1076.538352227774,-0.5069538277739412,3.2142857142857144,7.76306250000016,4.899860200000376,17.72371860000021,12.599223000000165
16,72,56,128,8395.9878,1.7,25.398416831491186,0.19842513149602495,1.0,0.125,1074.6864384,1075.703614940021,-1.0171765400209551,3.75,10.62252639999997,6.418102500000032,18.8418822000001,10.80071339999995
14,71,57,128,8337.1904,58.4,25.398416831491186,0.19842513149602495,-1.0,0.109375,1067.1603711999999,1068.647031524191,-1.4866603241912344,4.277777777777778,8.800638800000115,3.0964591999997992,19.79459440000005,8.852691399999912
12,70,58,128,8306.9259,30.0,25.398416831491186,0.19842513149602495,1.0,0.09375,1063.2865152,1064.8481214938054,-1.5616062938054256,4.8,11.625905800000055,4.926782800000183,20.85599460000003,7.441958999999997
10,69,59,128,8228.9141,32.0,25.398416831491186,0.19842513149602495,-1.0,0.078125,1053.3010048,1054.6552189035021,-1.354214103502045,5.318181818181818,,1.6403954000002159,,5.935228000000279
33,81,48,129,8269.5311,5.7,25.530528603808893,0.19791107444813102,0.0,0.2558139534883721,1066.7695119,1061.7130602926684,5.05645160733161,0.6666666666666666,3.9552143000000797,,10.52358019999997,
31,80,49,129,8338.759,2.1,25.530528603808893,0.19791107444813102,0.0,0.24031007751937983,1075.6999110000002,1069.394456958151,6.305454041849089,0.6666666666666666,6.716090200000053,12.885613400000238,12.097618600000033,
29,79,50,129,8392.8161,18.5,25.530528603808893,0.19791107444813102,0.0,0.22480620155038755,1082.6732769,1076.208076571516,6.465200328484116,0.0,5.300489700000071,13.689456099999916,13.26365550000014,26.42734519999999
27,78,51,129,8418.0598,22.7,25.530528603808893,0.19791107444813102,0.0,0.2093023255813954,1085.9297142,1080.908164361939,5.0215498380609915,0.8,8.070846999999958,8.556927000000087,14.073717200000146,22.32742179999991
25,77,52,129,8430.4098,0.7,25.530528603808893,0.19791107444813102,0.0,0.1937984496124031,1087.5228642,1084.6570322771388,2.8658319228611617,1.4285714285714286,6.082403399999976,9.663996999999881,14.867021199999954,18.11324280000008
23,76,53,129,8435.9908,3.3,25.530528603808893,0.19791107444813102,0.0,0.17829457364341084,1088.2428132,1086.3749183917987,1.8678948082012994,2.0,8.840457999999899,6.802352400000018,15.666599200000064,16.386816200000112
21,75,54,129,8431.3904,0.0,25.530528603808893,0.19791107444813102,0.0,0.16279069767441856,1087.6493616,1087.0579388334575,0.5914227665425642,2.5454545454545454,6.906859199999872,8.247006399999918,16.517823400000225,14.993518600000016
19,74,55,129,8416.0465,4.8,25.530528603808893,0.19791107444813102,0.0,0.1472868217054264,1085.6699985,1085.7922307185063,-0.12223221850626942,3.076923076923077,9.638600099999849,4.927496099999871,17.40166260000001,13.093784500000083
17,73,56,129,8391.0811,11.2,25.530528603808893,0.19791107444813102,0.0,0.13178294573643412,1082.4494619,1083.4075658345382,-0.9581039345382578,3.6,7.7630234999999175,6.418063499999789,18.385549899999887,11.317923700000165
15,72,57,129,8356.0449,22.9,25.530528603808893,0.19791107444813102,0.0,0.11627906976744184,1077.9297921000002,1079.1557353956887,-1.2259432956884666,4.117647058823529,10.769420900000341,3.2433537000001706,19.570059700000456,9.661456200000202
13,71,58,129,8310.9411,30.0,25.530528603808893,0.19791107444813102,0.0,0.10077519379844957,1072.1114019,1073.699742755336,-1.5883408553361278,4.631578947368421,8.824886699999979,4.951030700000047,20.450792500000034,8.047489899999846
11,70,59,129,8254.3808,32.0,25.530528603808893,0.19791107444813102,0.0,0.0852713178294574,1064.8151232,1066.456254059883,-1.6411308598828782,5.142857142857143,11.514118399999916,1.5286080000000766,,6.455390800000259
34,82,48,130,8252.5868,24.0,25.66229943873142,0.19740230337485715,1.0,0.2615384615384615,1072.836284,1066.9795024590712,5.8567815409287505,0.0,6.06677209999998,,10.02198640000006,
32,81,49,130,8314.176,1.9,25.66229943873142,0.19740230337485715,-1.0,0.24615384615384617,1080.84288,1073.50466021942,7.338219780579948,0.5,5.142968999999766,14.073368099999925,11.85905919999982,
30,80,50,130,8386.817,2.0,25.66229943873142,0.19740230337485715,1.0,0.23076923076923073,1090.28621,1082.5540083711614,7.7322016288385385,0.0,7.612933099999964,14.586298999999826,12.913422800000035,27.471912400000065
28,79,51,130,8397.3641,15.2,25.66229943873142,0.19740230337485715,-1.0,0.2153846153846154,1091.657333,1085.990825626997,5.666507373003014,0.75,5.727618800000073,8.984056100000089,13.79846580000003,22.673512200000005
26,78,52,130,8430.3251,0.0,25.66229943873142,0.19740230337485715,1.0,0.19999999999999996,1095.9422630000001,1092.1158392861275,3.8264237138726003,1.3333333333333333,8.419398800000181,10.012548800000104,14.501802200000157,18.56947580000019
24,77,53,130,8421.1011,3.3,25.66229943873142,0.19740230337485715,-1.0,0.18461538461538463,1094.743143,1092.4635093529114,2.279633647088531,1.875,6.500329799999918,7.22027879999996,15.340787799999816,16.88427579999984
22,76,54,130,8437.7314,0.0,25.66229943873142,0.19740230337485715,1.0,0.16923076923076918,1096.9050820000002,1095.663213799055,1.2418682009451913,2.4,9.2557204000002,8.66226880000022,16.162579600000072,15.464621200000238
20,75,55,130,8408.7848,8.9,25.66229943873142,0.19740230337485715,-1.0,0.15384615384615385,1093.142024,1092.9205189627087,0.22150503729130833,2.9166666666666665,7.4720254999999725,5.492662399999972,17.11062559999982,13.73966879999989
18,74,56,130,8405.513,0.3,25.66229943873142,0.19740230337485715,1.0,0.1384615384615384,1092.7166900000002,1093.1933369302767,-0.47664693027650173,3.4285714285714284,10.267228100000239,7.046691500000179,18.030251600000156,11.97418760000005
16,73,57,130,8356.1919,27.8,25.66229943873142,0.19740230337485715,-1.0,0.12307692307692308,1086.3049469999999,1087.3581521736655,-1.053205173665674,3.9375,8.375154899999643,3.855485099999896,19.144575799999984,10.273548599999685
14,72,58,130,8333.2164,30.0,25.66229943873142,0.19740230337485715,1.0,0.10769230769230764,1083.3181319999999,1084.70109322269,-1.382961222690028,4.444444444444445,11.206730099999959,5.388339899999664,20.031616799999938,8.631693599999835
12,71,59,130,8263.7565,69.0,25.66229943873142,0.19740230337485715,-1.0,0.09230769230769231,1074.288345,1075.7689969879666,-1.4806519879666666,4.95,9.47322179999992,2.176943100000017,20.987340199999835,7.127973800000063
10,70,60,130,8222.5136,30.0,25.66229943873142,0.19740230337485715,1.0,0.07692307692307687,1068.9267679999998,1070.1751320869457,-1.2483640869459123,5.454545454545454,,4.1116447999997945,,5.640252799999871
35,83,48,131,8206.1204,20.6,25.79373282864238,0.1968987238827663,0.0,0.26717557251908397,1075.0017724,1070.0870141573048,4.914758242695143,0.6666666666666666,2.1654883999999583,,8.232260499999938,
33,82,49,131,8297.9544,2.3,25.79373282864238,0.1968987238827663,0.0,0.25190839694656486,1087.0320264000002,1078.7785215431168,8.25350485688341,0.0,6.189146400000254,14.1957424000002,11.33211540000002,
31,81,50,131,8362.5183,3.8,25.79373282864238,0.1968987238827663,0.0,0.23664122137404575,1095.4898973000002,1086.6464117532819,8.843485546718284,0.0,5.203687300000183,14.647017300000243,12.816620400000147,28.72038540000017
29,80,51,131,8392.5525,2.2,25.79373282864238,0.1968987238827663,0.0,0.22137404580152675,1099.4243775,1092.3888967243436,7.035480775656424,0.6666666666666666,7.7670444999998836,9.138167500000009,13.494663299999957,23.724466499999835
27,79,52,131,8411.2339,0.0,25.79373282864238,0.1968987238827663,0.0,0.20610687022900764,1101.8716409,1097.2260744868283,4.645566413171764,1.2,5.929377899999963,10.214307899999994,14.348776700000144,19.198364000000083
25,78,53,131,8422.2977,0.6,25.79373282864238,0.1968987238827663,0.0,0.19083969465648853,1103.3209986999998,1100.0188030434317,3.302195656568074,1.7142857142857142,8.577855699999873,7.378735699999652,15.07818549999979,17.391284499999756
23,77,54,131,8423.7367,0.0,25.79373282864238,0.1968987238827663,0.0,0.17557251908396942,1103.5095076999999,1101.8243945796676,1.6851131203322893,2.2222222222222223,6.604425699999638,8.76636469999994,15.860146099999838,15.9866434999999
21,76,55,131,8415.0317,0.1,25.79373282864238,0.1968987238827663,0.0,0.16030534351145043,1102.3691527,1101.6662927779178,0.7028599220823253,2.727272727272727,9.227128700000094,5.464070699999866,16.699154200000066,14.126339500000086
19,75,56,131,8398.5511,0.4,25.79373282864238,0.1968987238827663,0.0,0.14503816793893132,1100.2101940999999,1100.4389316406175,-0.22873754061765794,3.230769230769231,7.4935040999996545,7.068170099999861,17.760732199999893,12.560832499999833
17,74,57,131,8370.3676,30.0,25.79373282864238,0.1968987238827663,0.0,0.1297709923664122,1096.5181556,1097.3281943154711,-0.810038715471137,3.7333333333333334,10.213208600000144,3.8014655999998013,18.588363499999787,10.84815709999998
15,73,58,131,8333.3969,35.2,25.79373282864238,0.1968987238827663,0.0,0.1145038167938931,1091.6749939,1093.065395464752,-1.39040156475221,4.235294117647059,8.356861900000013,5.370046900000034,19.56359199999997,9.22553199999993
13,72,59,131,8286.1439,50.4,25.79373282864238,0.1968987238827663,0.0,0.0992366412213741,1085.4848508999999,1086.998440148326,-1.5135892483260704,4.7368421052631575,11.19650589999992,2.166718899999978,20.66972769999984,7.555058799999642
11,71,60,131,8230.3045,29.5,25.79373282864238,0.1968987238827663,0.0,0.08396946564885499,1078.1698895,1079.6947565244718,-1.5248670244718596,5.238095238095238,9.243121500000143,3.881544500000018,,6.058487600000035
36,84,48,132,8169.1421,64.4,25.92483220379743,0.19640024396816239,1.0,0.2727272727272727,1078.3267572000002,1074.9640556363308,3.3627015636693613,1.0,3.3249848000002657,,5.490473200000224,
34,83,49,132,8253.7162,64.4,25.92483220379743,0.19640024396816239,-1.0,0.25757575757575757,1089.4905384,1082.5411051725775,6.94943322742256,0.5,2.458511999999928,14.488766000000169,8.647658400000182,
32,82,50,132,8354.8726,2.1,25.92483220379743,0.19640024396816239,1.0,0.24242424242424243,1102.8431832,1092.5775296631873,10.265653536812806,0.0,7.353285899999946,15.811156799999935,12.55697320000013,30.006899200000134
30,81,51,132,8372.3452,2.6,25.92483220379743,0.19640024396816239,-1.0,0.2272727272727273,1105.1495664,1097.1005903201506,8.048976079849353,0.5,5.725188899999921,9.659669099999746,13.492233399999805,24.30668639999999
28,80,52,132,8408.4859,3.7,25.92483220379743,0.19640024396816239,1.0,0.21212121212121215,1109.9201388,1104.2437765071893,5.676362292810609,1.0,8.048497899999802,10.495761299999913,13.977875799999765,19.63392879999992
26,79,53,132,8406.4628,4.3,25.92483220379743,0.19640024396816239,-1.0,0.19696969696969702,1109.6530896,1105.712175974121,3.9409136258789204,1.5,6.332090900000139,7.781448699999828,14.909946600000012,17.995756599999822
24,78,54,132,8427.6229,0.0,25.92483220379743,0.19640024396816239,1.0,0.18181818181818177,1112.4462228000002,1109.9613347815105,2.4848880184897553,2.0,8.936715100000356,9.125224100000423,15.541140799999994,16.503959800000075
22,77,55,132,8405.5878,1.1,25.92483220379743,0.19640024396816239,-1.0,0.16666666666666663,1109.5375895999998,1108.374118198835,1.1634714011647702,2.5,7.168436899999733,6.028081899999961,16.395565599999827,14.794446599999901
20,76,56,132,8409.3747,1.1,25.92483220379743,0.19640024396816239,1.0,0.1515151515151515,1110.0374603999999,1109.7280551926349,0.3094052073649891,3.0,9.82726630000002,7.668307699999787,17.320770399999674,13.132378399999652
18,75,57,132,8367.7559,39.0,25.92483220379743,0.19640024396816239,-1.0,0.13636363636363635,1104.5437788,1105.0836737942725,-0.5398949942725721,3.5,8.025623199999927,4.333584700000074,18.23883180000007,11.401754799999935
16,74,58,132,8352.3223,21.9,25.92483220379743,0.19640024396816239,1.0,0.12121212121212122,1102.5065436,1103.5403005681142,-1.0337569681141758,4.0,10.831549700000096,5.988387999999986,19.18841160000011,9.789853599999788
14,73,59,132,8291.5377,31.0,25.92483220379743,0.19640024396816239,-1.0,0.10606060606060608,1094.4829764,1095.8358135028232,-1.3528371028230595,4.5,8.998125500000242,2.8079825000002074,20.194631400000162,8.178029400000241
12,72,60,132,8256.8104,25.9,25.92483220379743,0.19640024396816239,1.0,0.09090909090909094,1089.8989728000001,1091.3907797169861,-1.4918069169859791,5.0,11.729083300000184,4.414121900000282,20.972204800000327,6.58084080000026
33,83,50,133,8310.089,2.0,26.055600933891245,0.19590677393903197,0.0,0.24812030075187974,1105.241837,1096.303583859426,8.938253140574034,0.0,2.39865379999992,15.751298599999927,9.751939699999866,30.240064600000096
31,82,51,133,8364.7302,3.3,26.055600933891245,0.19590677393903197,0.0,0.23308270676691734,1112.5091166,1103.0640837646306,9.445032835369375,0.0,7.359550200000058,9.665933399999858,13.084739099999979,25.477090199999793
29,81,52,133,8389.0255,2.2,26.055600933891245,0.19590677393903197,0.0,0.21804511278195493,1115.7403915,1108.9635178321503,6.7768736678497135,0.6666666666666666,5.820252700000083,10.590825100000075,13.868750599999885,20.25049419999982
27,80,53,133,8405.0993,6.3,26.055600933891245,0.19590677393903197,0.0,0.20300751879699253,1117.8782069,1112.805835201663,5.072371698336838,1.2,8.225117299999965,7.958068099999991,14.557208200000105,18.453829399999904
25,79,54,133,8412.6477,2.5,26.055600933891245,0.19590677393903197,0.0,0.18796992481203012,1118.8821441,1115.706974469456,3.1751696305439054,1.7142857142857142,6.435921299999791,9.229054500000075,15.372636400000147,17.010503199999903
23,78,55,133,8409.9786,0.0,26.055600933891245,0.19590677393903197,0.0,0.17293233082706772,1118.5271538,1116.6302537492297,1.8969000507702276,2.2222222222222223,8.989564200000132,6.080930999999737,16.158001099999865,15.20615510000016
21,77,56,133,8400.2059,1.0,26.055600933891245,0.19590677393903197,0.0,0.1578947368421053,1117.2273847000001,1116.5320452404799,0.6953394595202553,2.727272727272727,7.189924300000257,7.68979510000031,17.017190600000276,13.717877000000271
19,76,57,133,8378.8415,30.0,26.055600933891245,0.19590677393903197,0.0,0.1428571428571429,1114.3859195,1114.5349451124698,-0.1490256124698135,3.230769230769231,9.842140700000073,4.348459100000127,17.8677639,12.016766799999914
17,75,58,133,8349.8301,17.5,26.055600933891245,0.19590677393903197,0.0,0.1278195488721805,1110.5274032999998,1111.4356151875713,-0.9082118875714968,3.7333333333333334,8.020859699999846,5.983624499999905,18.852409399999942,10.31720919999998
15,74,59,133,8310.2588,13.4,26.055600933891245,0.19590677393903197,0.0,0.1127819548872181,1105.2644203999998,1106.5156922043084,-1.2512718043085442,4.235294117647059,10.781443999999738,2.757876799999849,19.77956949999998,8.746264799999835
13,73,60,133,8262.232,50.0,26.055600933891245,0.19590677393903197,0.0,0.09774436090225569,1098.8768559999999,1100.4117163964634,-1.5348603964635004,4.7368421052631575,8.977883199999724,4.393879599999764,20.706966499999908,7.201862099999971
11,72,61,133,8204.2841,54.0,26.055600933891245,0.19590677393903197,0.0,0.08270676691729328,1091.1697853,1092.5636095449115,-1.3938242449114568,5.238095238095238,,1.27081249999992,,5.684934400000202
34,84,50,134,8275.1719,3.4,26.186042329573482,0.19541822634010067,1.0,0.25373134328358204,1108.8730346,1101.8345526542716,7.038481945728336,0.0,3.6311975999999504,,6.02985139999987,30.54627739999978
32,83,51,134,8325.9398,3.3,26.186042329573482,0.19541822634010067,-1.0,0.23880597014925375,1115.6759332000001,1107.417883420993,8.258049779007251,0.5,3.1668166000001747,10.434096200000113,10.526366800000233,26.18539480000004
30,82,52,134,8383.6442,2.9,26.186042329573482,0.19541822634010067,1.0,0.22388059701492535,1123.4083228000002,1115.5557740337329,7.852548766267319,0.0,7.667931300000191,10.899206200000208,13.488184000000274,20.565139600000066
28,81,53,134,8389.0722,5.2,26.186042329573482,0.19541822634010067,-1.0,0.20895522388059706,1124.1356748,1118.1180013628243,6.017673437175745,0.75,6.257467900000165,8.395283300000074,14.48258520000013,18.98610840000015
26,80,54,134,8413.6994,0.0,26.186042329573482,0.19541822634010067,1.0,0.19402985074626866,1127.4357195999999,1123.392301385454,4.043418214545909,1.3333333333333333,8.553575499999852,9.557512699999961,14.989496799999642,17.515580799999952
24,79,55,134,8398.647,0.0,26.186042329573482,0.19541822634010067,-1.0,0.17910447761194026,1125.4186980000002,1122.9326530576977,2.486044942302442,1.875,6.891544200000226,6.536553900000172,15.881108400000358,15.765608400000247
22,78,56,134,8408.1731,0.2,26.186042329573482,0.19541822634010067,1.0,0.16417910447761197,1126.6951954,1125.3424266904597,1.3527687095404417,2.4,9.467810699999973,8.168041600000151,16.65773500000023,14.248972599999888
20,77,57,134,8374.4888,21.3,26.186042329573482,0.19541822634010067,-1.0,0.14925373134328357,1122.1814992,1121.859730664889,0.3217685351110049,2.9166666666666665,7.795579699999962,4.954114499999832,17.637720400000035,12.643909600000143
18,76,58,134,8365.7716,21.8,26.186042329573482,0.19541822634010067,1.0,0.13432835820895528,1121.0133944000002,1121.4034566122064,-0.3900622122062032,3.4285714285714284,10.48599110000032,6.627474900000152,18.506850800000166,10.97593400000028
16,75,59,134,8312.8817,21.8,26.186042329573482,0.19541822634010067,-1.0,0.11940298507462688,1113.9261477999999,1114.8956598340444,-0.9695120340445555,3.9375,8.661727400000018,3.3987445000000207,19.443171399999756,9.382368999999926
14,74,60,134,8285.5391,12.6,26.186042329573482,0.19541822634010067,1.0,0.10447761194029848,1110.2622394,1111.5704451964948,-1.3082057964948035,4.444444444444445,11.385383400000137,4.997819000000163,20.36326659999986,7.755695800000012
12,73,61,134,8213.4131,45.0,26.186042329573482,0.19541822634010067,-1.0,0.08955223880597019,1100.5973554,1102.0332662682551,-1.4359108682551778,4.95,9.427570099999912,1.720499400000108,,6.114378999999872
35,85,50,135,8230.6877,3.3,26.31615964391579,0.19493451588085775,0.0,0.2592592592592593,1111.1428395,1105.2071368391364,5.935702660863626,0.0,2.2698049000000537,,5.901002500000004,
33,84,51,135,8291.9894,2.8,26.31615964391579,0.19493451588085775,0.0,0.24444444444444446,1119.4185690000002,1112.9621753541808,6.456393645819389,0.6666666666666666,3.7426358000000164,10.545534400000179,6.909452400000191,
31,83,52,135,8345.7384,1.8,26.31615964391579,0.19493451588085775,0.0,0.22962962962962963,1126.674684,1119.8988086489996,6.775875351000423,0.6666666666666666,3.266361199999892,10.998750799999925,10.934292500000083,21.432847000000038
29,82,53,135,8384.7609,2.2,26.31615964391579,0.19493451588085775,0.0,0.2148148148148148,1131.9427215,1124.7664228890185,7.176298610981576,0.0,7.807046700000001,8.534398699999883,14.064514600000166,19.43360490000009
27,81,54,135,8398.4783,3.9,26.31615964391579,0.19493451588085775,0.0,0.19999999999999996,1133.7945705000002,1128.7371551579836,5.057415342016611,0.8,6.358850900000334,9.65889570000013,14.912426400000186,18.054179000000204
